image_name,person_id,keypoint_id,x,y,confidence
data/solo_dance\frame_1056.jpg,1,1,332,179,0.8731423616409302
data/solo_dance\frame_1056.jpg,1,2,325,181,0.7963577508926392
data/solo_dance\frame_1056.jpg,1,3,337,175,0.6473106145858765
data/solo_dance\frame_1056.jpg,1,5,343,193,0.9846565127372742
data/solo_dance\frame_1056.jpg,1,6,317,197,0.9320574998855591
data/solo_dance\frame_1056.jpg,1,7,336,212,0.9594546556472778
data/solo_dance\frame_1056.jpg,1,8,316,214,0.7786773443222046
data/solo_dance\frame_1056.jpg,1,9,314,190,0.8905078768730164
data/solo_dance\frame_1056.jpg,1,10,319,187,0.6982077360153198
data/solo_dance\frame_1056.jpg,1,11,340,276,0.995183527469635
data/solo_dance\frame_1056.jpg,1,12,316,278,0.9903501272201538
data/solo_dance\frame_1056.jpg,1,13,349,338,0.9938532114028931
data/solo_dance\frame_1056.jpg,1,14,304,343,0.988644003868103
data/solo_dance\frame_1056.jpg,1,15,376,395,0.9807352423667908
data/solo_dance\frame_1056.jpg,1,16,303,400,0.9716049432754517
data/solo_dance\frame_1080.jpg,1,0,328,168,0.9806836247444153
data/solo_dance\frame_1080.jpg,1,1,333,162,0.9418472647666931
data/solo_dance\frame_1080.jpg,1,2,323,163,0.9342189431190491
data/solo_dance\frame_1080.jpg,1,3,340,165,0.755024790763855
data/solo_dance\frame_1080.jpg,1,4,318,167,0.7035089731216431
data/solo_dance\frame_1080.jpg,1,5,346,190,0.9914757013320923
data/solo_dance\frame_1080.jpg,1,6,317,198,0.9936593174934387
data/solo_dance\frame_1080.jpg,1,7,340,202,0.9767627120018005
data/solo_dance\frame_1080.jpg,1,8,312,239,0.9791510105133057
data/solo_dance\frame_1080.jpg,1,9,324,187,0.9640300869941711
data/solo_dance\frame_1080.jpg,1,10,312,273,0.9686194658279419
data/solo_dance\frame_1080.jpg,1,11,355,273,0.9967034459114075
data/solo_dance\frame_1080.jpg,1,12,329,276,0.9970191717147827
data/solo_dance\frame_1080.jpg,1,13,368,338,0.992567777633667
data/solo_dance\frame_1080.jpg,1,14,318,340,0.9933168888092041
data/solo_dance\frame_1080.jpg,1,15,385,395,0.9608771204948425
data/solo_dance\frame_1080.jpg,1,16,306,401,0.9641655087471008
data/solo_dance\frame_1104.jpg,1,0,337,175,0.9739530682563782
data/solo_dance\frame_1104.jpg,1,1,342,171,0.9427213668823242
data/solo_dance\frame_1104.jpg,1,2,332,170,0.9281732439994812
data/solo_dance\frame_1104.jpg,1,3,350,175,0.7545003890991211
data/solo_dance\frame_1104.jpg,1,4,327,173,0.6590025424957275
data/solo_dance\frame_1104.jpg,1,5,354,202,0.9895099401473999
data/solo_dance\frame_1104.jpg,1,6,323,201,0.9819456934928894
data/solo_dance\frame_1104.jpg,1,7,342,221,0.9625291228294373
data/solo_dance\frame_1104.jpg,1,8,318,227,0.930602490901947
data/solo_dance\frame_1104.jpg,1,9,324,190,0.9087547659873962
data/solo_dance\frame_1104.jpg,1,10,322,207,0.8777819871902466
data/solo_dance\frame_1104.jpg,1,11,353,282,0.9953067898750305
data/solo_dance\frame_1104.jpg,1,12,326,282,0.9942161440849304
data/solo_dance\frame_1104.jpg,1,13,364,344,0.9913737177848816
data/solo_dance\frame_1104.jpg,1,14,311,344,0.9902037382125854
data/solo_dance\frame_1104.jpg,1,15,374,401,0.9662627577781677
data/solo_dance\frame_1104.jpg,1,16,299,402,0.9642034769058228
data/solo_dance\frame_1128.jpg,1,0,323,187,0.9742713570594788
data/solo_dance\frame_1128.jpg,1,1,329,184,0.955245852470398
data/solo_dance\frame_1128.jpg,1,2,319,182,0.9179408550262451
data/solo_dance\frame_1128.jpg,1,3,337,188,0.8257982134819031
data/solo_dance\frame_1128.jpg,1,4,313,186,0.5638287663459778
data/solo_dance\frame_1128.jpg,1,5,342,208,0.9942973256111145
data/solo_dance\frame_1128.jpg,1,6,308,220,0.9720303416252136
data/solo_dance\frame_1128.jpg,1,7,364,191,0.9784995317459106
data/solo_dance\frame_1128.jpg,1,8,309,254,0.8567293286323547
data/solo_dance\frame_1128.jpg,1,9,360,161,0.9424380660057068
data/solo_dance\frame_1128.jpg,1,10,307,288,0.7990757822990417
data/solo_dance\frame_1128.jpg,1,11,333,289,0.997951090335846
data/solo_dance\frame_1128.jpg,1,12,307,293,0.9954512715339661
data/solo_dance\frame_1128.jpg,1,13,361,342,0.9966276288032532
data/solo_dance\frame_1128.jpg,1,14,310,348,0.9935306906700134
data/solo_dance\frame_1128.jpg,1,15,361,398,0.9878813028335571
data/solo_dance\frame_1128.jpg,1,16,294,412,0.9808838367462158
data/solo_dance\frame_1152.jpg,1,0,338,164,0.9705232381820679
data/solo_dance\frame_1152.jpg,1,1,343,160,0.9349223971366882
data/solo_dance\frame_1152.jpg,1,2,333,159,0.9304103851318359
data/solo_dance\frame_1152.jpg,1,3,348,163,0.7108005285263062
data/solo_dance\frame_1152.jpg,1,4,325,162,0.6866191625595093
data/solo_dance\frame_1152.jpg,1,5,353,189,0.98250812292099
data/solo_dance\frame_1152.jpg,1,6,320,185,0.97687166929245
data/solo_dance\frame_1152.jpg,1,7,367,196,0.9292309284210205
data/solo_dance\frame_1152.jpg,1,8,327,187,0.8998225927352905
data/solo_dance\frame_1152.jpg,1,9,362,162,0.8732309341430664
data/solo_dance\frame_1152.jpg,1,10,346,165,0.8318638801574707
data/solo_dance\frame_1152.jpg,1,11,346,270,0.9927399754524231
data/solo_dance\frame_1152.jpg,1,12,319,269,0.9908915162086487
data/solo_dance\frame_1152.jpg,1,13,352,338,0.9906688332557678
data/solo_dance\frame_1152.jpg,1,14,310,338,0.9892696738243103
data/solo_dance\frame_1152.jpg,1,15,360,396,0.968262255191803
data/solo_dance\frame_1152.jpg,1,16,301,399,0.9658627510070801
data/solo_dance\frame_1176.jpg,1,0,336,170,0.9822460412979126
data/solo_dance\frame_1176.jpg,1,1,339,164,0.9257456660270691
data/solo_dance\frame_1176.jpg,1,2,331,165,0.9573442935943604
data/solo_dance\frame_1176.jpg,1,3,344,166,0.6223676800727844
data/solo_dance\frame_1176.jpg,1,4,323,167,0.8032522797584534
data/solo_dance\frame_1176.jpg,1,5,353,195,0.9931020736694336
data/solo_dance\frame_1176.jpg,1,6,314,194,0.9943932294845581
data/solo_dance\frame_1176.jpg,1,7,366,224,0.9703773856163025
data/solo_dance\frame_1176.jpg,1,8,298,225,0.9812387228012085
data/solo_dance\frame_1176.jpg,1,9,367,195,0.9400568604469299
data/solo_dance\frame_1176.jpg,1,10,306,207,0.9624011516571045
data/solo_dance\frame_1176.jpg,1,11,350,270,0.9976140260696411
data/solo_dance\frame_1176.jpg,1,12,321,271,0.9979724287986755
data/solo_dance\frame_1176.jpg,1,13,357,337,0.9940071105957031
data/solo_dance\frame_1176.jpg,1,14,313,339,0.9952266216278076
data/solo_dance\frame_1176.jpg,1,15,360,398,0.964753270149231
data/solo_dance\frame_1176.jpg,1,16,297,401,0.9695466756820679
data/solo_dance\frame_120.jpg,1,0,317,177,0.9747940897941589
data/solo_dance\frame_120.jpg,1,1,320,173,0.914474368095398
data/solo_dance\frame_120.jpg,1,2,312,173,0.9354938268661499
data/solo_dance\frame_120.jpg,1,3,326,176,0.6765066385269165
data/solo_dance\frame_120.jpg,1,4,306,176,0.7631586790084839
data/solo_dance\frame_120.jpg,1,5,334,202,0.9926438927650452
data/solo_dance\frame_120.jpg,1,6,298,199,0.9929838180541992
data/solo_dance\frame_120.jpg,1,7,347,226,0.9680202603340149
data/solo_dance\frame_120.jpg,1,8,287,219,0.9728800654411316
data/solo_dance\frame_120.jpg,1,9,336,204,0.9451436996459961
data/solo_dance\frame_120.jpg,1,10,297,198,0.9547432661056519
data/solo_dance\frame_120.jpg,1,11,326,267,0.995672881603241
data/solo_dance\frame_120.jpg,1,12,304,267,0.9958847165107727
data/solo_dance\frame_120.jpg,1,13,322,327,0.9907564520835876
data/solo_dance\frame_120.jpg,1,14,311,327,0.9917861819267273
data/solo_dance\frame_120.jpg,1,15,315,381,0.9538511633872986
data/solo_dance\frame_120.jpg,1,16,311,382,0.9579753875732422
data/solo_dance\frame_1200.jpg,1,0,324,161,0.9636845588684082
data/solo_dance\frame_1200.jpg,1,1,329,158,0.9345373511314392
data/solo_dance\frame_1200.jpg,1,2,320,156,0.8739351630210876
data/solo_dance\frame_1200.jpg,1,3,337,163,0.8067020773887634
data/solo_dance\frame_1200.jpg,1,4,316,160,0.5401425957679749
data/solo_dance\frame_1200.jpg,1,5,342,189,0.9933746457099915
data/solo_dance\frame_1200.jpg,1,6,310,186,0.976104736328125
data/solo_dance\frame_1200.jpg,1,7,352,201,0.97632896900177
data/solo_dance\frame_1200.jpg,1,8,307,198,0.8838008642196655
data/solo_dance\frame_1200.jpg,1,9,337,175,0.9484057426452637
data/solo_dance\frame_1200.jpg,1,10,312,181,0.8442264795303345
data/solo_dance\frame_1200.jpg,1,11,334,267,0.9964878559112549
data/solo_dance\frame_1200.jpg,1,12,313,266,0.993302583694458
data/solo_dance\frame_1200.jpg,1,13,331,335,0.9949363470077515
data/solo_dance\frame_1200.jpg,1,14,318,334,0.9911203980445862
data/solo_dance\frame_1200.jpg,1,15,331,396,0.9774223566055298
data/solo_dance\frame_1200.jpg,1,16,326,396,0.9685896039009094
data/solo_dance\frame_1224.jpg,1,0,321,166,0.9626110792160034
data/solo_dance\frame_1224.jpg,1,1,326,161,0.9453680515289307
data/solo_dance\frame_1224.jpg,1,2,318,163,0.8364887833595276
data/solo_dance\frame_1224.jpg,1,3,334,163,0.8783755898475647
data/solo_dance\frame_1224.jpg,1,5,340,192,0.9950500130653381
data/solo_dance\frame_1224.jpg,1,6,316,196,0.9764738082885742
data/solo_dance\frame_1224.jpg,1,7,339,233,0.9833465814590454
data/solo_dance\frame_1224.jpg,1,8,312,224,0.8727927207946777
data/solo_dance\frame_1224.jpg,1,9,323,248,0.9623691439628601
data/solo_dance\frame_1224.jpg,1,10,313,201,0.8341356515884399
data/solo_dance\frame_1224.jpg,1,11,333,268,0.9952777624130249
data/solo_dance\frame_1224.jpg,1,12,317,269,0.989529550075531
data/solo_dance\frame_1224.jpg,1,13,319,332,0.990990400314331
data/solo_dance\frame_1224.jpg,1,14,314,335,0.9805814027786255
data/solo_dance\frame_1224.jpg,1,15,328,398,0.9520829916000366
data/solo_dance\frame_1224.jpg,1,16,326,395,0.925386905670166
data/solo_dance\frame_1248.jpg,1,0,321,168,0.9766852259635925
data/solo_dance\frame_1248.jpg,1,1,326,163,0.9622337818145752
data/solo_dance\frame_1248.jpg,1,2,316,164,0.8936720490455627
data/solo_dance\frame_1248.jpg,1,3,334,166,0.8830936551094055
data/solo_dance\frame_1248.jpg,1,4,312,169,0.5473747253417969
data/solo_dance\frame_1248.jpg,1,5,342,199,0.9967672824859619
data/solo_dance\frame_1248.jpg,1,6,305,194,0.9869307279586792
data/solo_dance\frame_1248.jpg,1,7,347,236,0.9874716401100159
data/solo_dance\frame_1248.jpg,1,8,287,199,0.9198715686798096
data/solo_dance\frame_1248.jpg,1,9,342,261,0.9711531400680542
data/solo_dance\frame_1248.jpg,1,10,286,167,0.893107533454895
data/solo_dance\frame_1248.jpg,1,11,333,273,0.9981757402420044
data/solo_dance\frame_1248.jpg,1,12,310,273,0.9961244463920593
data/solo_dance\frame_1248.jpg,1,13,326,338,0.994429349899292
data/solo_dance\frame_1248.jpg,1,14,312,342,0.9889652729034424
data/solo_dance\frame_1248.jpg,1,15,336,401,0.9663161635398865
data/solo_dance\frame_1248.jpg,1,16,323,403,0.9500585198402405
data/solo_dance\frame_1272.jpg,1,0,326,180,0.963404655456543
data/solo_dance\frame_1272.jpg,1,1,332,176,0.951038122177124
data/solo_dance\frame_1272.jpg,1,2,322,174,0.8946681618690491
data/solo_dance\frame_1272.jpg,1,3,339,182,0.8177014589309692
data/solo_dance\frame_1272.jpg,1,4,315,177,0.526847779750824
data/solo_dance\frame_1272.jpg,1,5,338,211,0.988653838634491
data/solo_dance\frame_1272.jpg,1,6,308,203,0.9315265417098999
data/solo_dance\frame_1272.jpg,1,7,336,252,0.9522750377655029
data/solo_dance\frame_1272.jpg,1,8,302,218,0.6667829155921936
data/solo_dance\frame_1272.jpg,1,9,331,285,0.871849775314331
data/solo_dance\frame_1272.jpg,1,10,312,222,0.5832778215408325
data/solo_dance\frame_1272.jpg,1,11,343,280,0.9932450652122498
data/solo_dance\frame_1272.jpg,1,12,317,280,0.9840943217277527
data/solo_dance\frame_1272.jpg,1,13,354,339,0.9913530945777893
data/solo_dance\frame_1272.jpg,1,14,301,345,0.9809024333953857
data/solo_dance\frame_1272.jpg,1,15,378,396,0.9757240414619446
data/solo_dance\frame_1272.jpg,1,16,302,405,0.9600695967674255
data/solo_dance\frame_1296.jpg,1,0,303,157,0.973412811756134
data/solo_dance\frame_1296.jpg,1,1,308,153,0.8871741890907288
data/solo_dance\frame_1296.jpg,1,2,297,153,0.9727489948272705
data/solo_dance\frame_1296.jpg,1,3,314,157,0.5389864444732666
data/solo_dance\frame_1296.jpg,1,4,292,158,0.913565993309021
data/solo_dance\frame_1296.jpg,1,5,313,186,0.9492744207382202
data/solo_dance\frame_1296.jpg,1,6,290,189,0.9959368705749512
data/solo_dance\frame_1296.jpg,1,7,290,209,0.6769881248474121
data/solo_dance\frame_1296.jpg,1,8,278,214,0.984475314617157
data/solo_dance\frame_1296.jpg,1,9,282,189,0.5805323123931885
data/solo_dance\frame_1296.jpg,1,10,278,183,0.9509017467498779
data/solo_dance\frame_1296.jpg,1,11,318,265,0.99044269323349
data/solo_dance\frame_1296.jpg,1,12,299,267,0.9973590970039368
data/solo_dance\frame_1296.jpg,1,13,326,334,0.9909063577651978
data/solo_dance\frame_1296.jpg,1,14,295,334,0.9976378679275513
data/solo_dance\frame_1296.jpg,1,15,315,394,0.9789110422134399
data/solo_dance\frame_1296.jpg,1,16,278,397,0.9915186762809753
data/solo_dance\frame_1320.jpg,1,0,323,161,0.9757316708564758
data/solo_dance\frame_1320.jpg,1,1,328,155,0.9278860688209534
data/solo_dance\frame_1320.jpg,1,2,317,157,0.9442459344863892
data/solo_dance\frame_1320.jpg,1,3,336,157,0.7249873280525208
data/solo_dance\frame_1320.jpg,1,4,312,162,0.8007336258888245
data/solo_dance\frame_1320.jpg,1,5,338,188,0.9871461391448975
data/solo_dance\frame_1320.jpg,1,6,312,191,0.9948869347572327
data/solo_dance\frame_1320.jpg,1,7,334,229,0.9271342754364014
data/solo_dance\frame_1320.jpg,1,8,295,220,0.9757471084594727
data/solo_dance\frame_1320.jpg,1,9,342,255,0.8909492492675781
data/solo_dance\frame_1320.jpg,1,10,281,209,0.9532597064971924
data/solo_dance\frame_1320.jpg,1,11,334,269,0.997255265712738
data/solo_dance\frame_1320.jpg,1,12,316,271,0.9981979727745056
data/solo_dance\frame_1320.jpg,1,13,337,341,0.9959426522254944
data/solo_dance\frame_1320.jpg,1,14,322,347,0.9975460171699524
data/solo_dance\frame_1320.jpg,1,15,329,410,0.9838369488716125
data/solo_dance\frame_1320.jpg,1,16,309,418,0.9887741804122925
data/solo_dance\frame_1344.jpg,1,0,337,147,0.9834797382354736
data/solo_dance\frame_1344.jpg,1,1,341,141,0.932407796382904
data/solo_dance\frame_1344.jpg,1,2,329,143,0.9547745585441589
data/solo_dance\frame_1344.jpg,1,3,348,143,0.631070613861084
data/solo_dance\frame_1344.jpg,1,4,320,149,0.7947037816047668
data/solo_dance\frame_1344.jpg,1,5,354,182,0.9920682907104492
data/solo_dance\frame_1344.jpg,1,6,316,165,0.9958693385124207
data/solo_dance\frame_1344.jpg,1,7,363,215,0.9679782390594482
data/solo_dance\frame_1344.jpg,1,8,287,138,0.9863452315330505
data/solo_dance\frame_1344.jpg,1,9,365,186,0.957724928855896
data/solo_dance\frame_1344.jpg,1,10,272,94,0.9764028787612915
data/solo_dance\frame_1344.jpg,1,11,342,270,0.998196542263031
data/solo_dance\frame_1344.jpg,1,12,317,265,0.9986457228660583
data/solo_dance\frame_1344.jpg,1,13,332,344,0.9942850470542908
data/solo_dance\frame_1344.jpg,1,14,320,346,0.9960365891456604
data/solo_dance\frame_1344.jpg,1,15,339,413,0.9586194157600403
data/solo_dance\frame_1344.jpg,1,16,314,419,0.9685768485069275
data/solo_dance\frame_1368.jpg,1,0,329,167,0.9725787043571472
data/solo_dance\frame_1368.jpg,1,1,334,161,0.9428796768188477
data/solo_dance\frame_1368.jpg,1,2,322,163,0.9226042032241821
data/solo_dance\frame_1368.jpg,1,3,343,166,0.7664055824279785
data/solo_dance\frame_1368.jpg,1,4,315,169,0.6680088639259338
data/solo_dance\frame_1368.jpg,1,5,353,205,0.9852283000946045
data/solo_dance\frame_1368.jpg,1,6,313,188,0.9865255355834961
data/solo_dance\frame_1368.jpg,1,7,355,244,0.9287349581718445
data/solo_dance\frame_1368.jpg,1,8,291,151,0.9373134970664978
data/solo_dance\frame_1368.jpg,1,9,361,292,0.8773952126502991
data/solo_dance\frame_1368.jpg,1,10,277,105,0.8882046341896057
data/solo_dance\frame_1368.jpg,1,11,341,286,0.9937279224395752
data/solo_dance\frame_1368.jpg,1,12,315,281,0.9937443137168884
data/solo_dance\frame_1368.jpg,1,13,337,356,0.987114429473877
data/solo_dance\frame_1368.jpg,1,14,320,351,0.988410472869873
data/solo_dance\frame_1368.jpg,1,15,335,417,0.9487345814704895
data/solo_dance\frame_1368.jpg,1,16,318,407,0.9559136629104614
data/solo_dance\frame_1392.jpg,1,0,328,175,0.9749455451965332
data/solo_dance\frame_1392.jpg,1,1,334,171,0.9611926674842834
data/solo_dance\frame_1392.jpg,1,2,325,170,0.8724542260169983
data/solo_dance\frame_1392.jpg,1,3,341,175,0.8884047269821167
data/solo_dance\frame_1392.jpg,1,5,343,202,0.9971176385879517
data/solo_dance\frame_1392.jpg,1,6,316,199,0.9845671653747559
data/solo_dance\frame_1392.jpg,1,7,343,242,0.9932812452316284
data/solo_dance\frame_1392.jpg,1,8,317,207,0.932280957698822
data/solo_dance\frame_1392.jpg,1,9,332,276,0.9826629161834717
data/solo_dance\frame_1392.jpg,1,10,312,188,0.8998324871063232
data/solo_dance\frame_1392.jpg,1,11,347,278,0.9988856911659241
data/solo_dance\frame_1392.jpg,1,12,323,279,0.9972931742668152
data/solo_dance\frame_1392.jpg,1,13,357,341,0.9975576400756836
data/solo_dance\frame_1392.jpg,1,14,307,347,0.9942458271980286
data/solo_dance\frame_1392.jpg,1,15,389,396,0.986783504486084
data/solo_dance\frame_1392.jpg,1,16,316,402,0.9780561923980713
data/solo_dance\frame_1416.jpg,1,0,303,153,0.9692201614379883
data/solo_dance\frame_1416.jpg,1,1,308,149,0.8669456839561462
data/solo_dance\frame_1416.jpg,1,2,298,148,0.9696374535560608
data/solo_dance\frame_1416.jpg,1,4,292,154,0.9085153341293335
data/solo_dance\frame_1416.jpg,1,5,316,184,0.9386041164398193
data/solo_dance\frame_1416.jpg,1,6,288,189,0.9957315325737
data/solo_dance\frame_1416.jpg,1,7,300,213,0.6363354325294495
data/solo_dance\frame_1416.jpg,1,8,278,222,0.9846279621124268
data/solo_dance\frame_1416.jpg,1,9,287,202,0.5462532043457031
data/solo_dance\frame_1416.jpg,1,10,270,190,0.9510522484779358
data/solo_dance\frame_1416.jpg,1,11,321,265,0.9895226359367371
data/solo_dance\frame_1416.jpg,1,12,299,267,0.9973183274269104
data/solo_dance\frame_1416.jpg,1,13,329,334,0.9901776909828186
data/solo_dance\frame_1416.jpg,1,14,294,336,0.9976333379745483
data/solo_dance\frame_1416.jpg,1,15,318,393,0.9774845242500305
data/solo_dance\frame_1416.jpg,1,16,280,401,0.9913426637649536
data/solo_dance\frame_144.jpg,1,0,314,180,0.9763171672821045
data/solo_dance\frame_144.jpg,1,1,319,176,0.9299681782722473
data/solo_dance\frame_144.jpg,1,2,310,176,0.9421525597572327
data/solo_dance\frame_144.jpg,1,3,326,179,0.7614197731018066
data/solo_dance\frame_144.jpg,1,4,306,178,0.784913957118988
data/solo_dance\frame_144.jpg,1,5,330,206,0.9920126795768738
data/solo_dance\frame_144.jpg,1,6,302,205,0.9938626289367676
data/solo_dance\frame_144.jpg,1,7,337,238,0.9579576253890991
data/solo_dance\frame_144.jpg,1,8,294,237,0.9720160365104675
data/solo_dance\frame_144.jpg,1,9,340,264,0.9293180108070374
data/solo_dance\frame_144.jpg,1,10,293,265,0.9491987228393555
data/solo_dance\frame_144.jpg,1,11,324,270,0.9954403638839722
data/solo_dance\frame_144.jpg,1,12,306,270,0.9961280226707458
data/solo_dance\frame_144.jpg,1,13,321,329,0.9902170896530151
data/solo_dance\frame_144.jpg,1,14,310,328,0.9921702742576599
data/solo_dance\frame_144.jpg,1,15,318,381,0.9594066143035889
data/solo_dance\frame_144.jpg,1,16,309,380,0.9657831788063049
data/solo_dance\frame_1440.jpg,1,0,318,161,0.8976300954818726
data/solo_dance\frame_1440.jpg,1,1,323,157,0.7619245052337646
data/solo_dance\frame_1440.jpg,1,2,313,157,0.9066811800003052
data/solo_dance\frame_1440.jpg,1,4,309,165,0.8004146218299866
data/solo_dance\frame_1440.jpg,1,5,329,191,0.835443913936615
data/solo_dance\frame_1440.jpg,1,6,315,195,0.9555522799491882
data/solo_dance\frame_1440.jpg,1,8,321,211,0.8316954970359802
data/solo_dance\frame_1440.jpg,1,10,324,196,0.689193844795227
data/solo_dance\frame_1440.jpg,1,11,328,273,0.9489609599113464
data/solo_dance\frame_1440.jpg,1,12,318,274,0.9761744737625122
data/solo_dance\frame_1440.jpg,1,13,338,343,0.9690524935722351
data/solo_dance\frame_1440.jpg,1,14,331,346,0.9877082109451294
data/solo_dance\frame_1440.jpg,1,15,316,407,0.9526997208595276
data/solo_dance\frame_1440.jpg,1,16,314,414,0.9742436408996582
data/solo_dance\frame_1464.jpg,1,4,337,172,0.785899817943573
data/solo_dance\frame_1464.jpg,1,5,308,203,0.868959903717041
data/solo_dance\frame_1464.jpg,1,6,347,200,0.9786444902420044
data/solo_dance\frame_1464.jpg,1,7,317,236,0.5435501933097839
data/solo_dance\frame_1464.jpg,1,8,370,229,0.9499152898788452
data/solo_dance\frame_1464.jpg,1,10,361,207,0.8510037064552307
data/solo_dance\frame_1464.jpg,1,11,317,274,0.9913477301597595
data/solo_dance\frame_1464.jpg,1,12,342,273,0.9968048334121704
data/solo_dance\frame_1464.jpg,1,13,326,337,0.9893837571144104
data/solo_dance\frame_1464.jpg,1,14,339,332,0.9964633584022522
data/solo_dance\frame_1464.jpg,1,15,328,395,0.9736629724502563
data/solo_dance\frame_1464.jpg,1,16,336,390,0.9872724413871765
data/solo_dance\frame_1488.jpg,1,5,312,214,0.8870688080787659
data/solo_dance\frame_1488.jpg,1,6,347,207,0.9388814568519592
data/solo_dance\frame_1488.jpg,1,7,305,236,0.7371320128440857
data/solo_dance\frame_1488.jpg,1,8,358,220,0.8859965205192566
data/solo_dance\frame_1488.jpg,1,9,315,215,0.5959904789924622
data/solo_dance\frame_1488.jpg,1,10,349,201,0.7720819711685181
data/solo_dance\frame_1488.jpg,1,11,320,275,0.9939378499984741
data/solo_dance\frame_1488.jpg,1,12,342,273,0.9959039092063904
data/solo_dance\frame_1488.jpg,1,13,325,329,0.9933785200119019
data/solo_dance\frame_1488.jpg,1,14,335,328,0.9960110187530518
data/solo_dance\frame_1488.jpg,1,15,330,376,0.9843758940696716
data/solo_dance\frame_1488.jpg,1,16,333,381,0.9890299439430237
data/solo_dance\frame_1512.jpg,1,0,320,189,0.9620270133018494
data/solo_dance\frame_1512.jpg,1,1,324,185,0.9132813811302185
data/solo_dance\frame_1512.jpg,1,2,317,186,0.8978862166404724
data/solo_dance\frame_1512.jpg,1,3,329,188,0.7541425824165344
data/solo_dance\frame_1512.jpg,1,4,312,189,0.6752921938896179
data/solo_dance\frame_1512.jpg,1,5,337,210,0.9913944602012634
data/solo_dance\frame_1512.jpg,1,6,310,214,0.9869591593742371
data/solo_dance\frame_1512.jpg,1,7,347,234,0.9637447595596313
data/solo_dance\frame_1512.jpg,1,8,305,243,0.9406019449234009
data/solo_dance\frame_1512.jpg,1,9,341,255,0.9350356459617615
data/solo_dance\frame_1512.jpg,1,10,308,267,0.9110317230224609
